28 0.0
29 0.0
30 1.0
31 0.0
32 1.0
33 0.0
34 1.0
35 0.0
36 1.0
37 1.0
38 1.0
39 0.0
40 0.0
41 1.0
42 0.0
43 1.0
44 1.0
45 1.0
46 1.0
47 0.0
;
